Load_data,,,,,,,,,,,,,,,,
Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,
,,,,,,,,6164,13930,21687,10056,19709,19603,9419,,
,,,,,,,,6165,13139,20459,9179,18028,18641,8713,,
,,,,,,,,6166,10453,16259,8271,16553,16710,7913,,
,,,,,,,,6167,8789,13656,7595,15310,14829,7570,,
,,,,,,,,6168,8179,12703,7414,14814,13880,7608,,
,,,,,,,,6169,9561,14871,7529,14846,13732,7792,,
,,,,,,,,6170,10197,15872,7728,15023,13746,7807,,
,,,,,,,,6171,9988,15546,7628,14871,13576,7754,,
,,,,,,,,6172,9931,15450,7752,15102,13720,7837,,
,,,,,,,,6173,10040,15612,8247,15733,14454,8262,,
,,,,,,,,6174,10712,16659,8893,15893,15999,8845,,
,,,,,,,,6175,11941,18585,9370,16728,17803,9121,,
,,,,,,,,6176,12819,19964,9799,17545,18944,9354,,
,,,,,,,,6177,13767,21439,9994,18185,19174,9351,,
,,,,,,,,6178,14705,22896,10190,18668,19339,9563,,
,,,,,,,,6179,15779,24569,10445,19324,19690,9896,,
,,,,,,,,6180,16966,26419,10714,20026,20053,10123,,
,,,,,,,,6181,17914,27896,11034,20687,20502,10291,,
,,,,,,,,6182,18762,29216,11010,20686,20705,9771,,
,,,,,,,,6183,16655,25907,10911,20317,20652,9962,,
,,,,,,,,6184,16796,26130,11179,20740,21044,10438,,
,,,,,,,,6185,17398,27082,11415,20821,21631,10809,,
,,,,,,,,6186,17236,26847,11240,20499,21533,10120,,
,,,,,,,,6187,15506,24148,10611,19089,20444,9439,,
,,,,,,,,6188,14213,22128,9929,17830,19131,9099,,
,,,,,,,,6189,13401,20867,9168,16378,18127,8553,,
,,,,,,,,6190,10799,16796,8447,15495,16287,7862,,
,,,,,,,,6191,9347,14524,7842,14466,15236,7535,,
,,,,,,,,6192,8839,13728,7608,14146,14230,7801,,
,,,,,,,,6193,10222,15863,7729,14513,13949,7884,,
,,,,,,,,6194,10665,16557,7652,14431,13514,7864,,
,,,,,,,,6195,10198,15822,7551,14131,13271,7744,,
,,,,,,,,6196,9835,15249,7531,14024,13163,7715,,
,,,,,,,,6197,9695,15023,7669,14107,13292,7870,,
,,,,,,,,6198,9888,15320,7808,13739,13740,7962,,
,,,,,,,,6199,10277,15929,8070,14248,14539,8019,,
,,,,,,,,6200,10667,16551,8532,15272,15541,8453,,
,,,,,,,,6201,11832,18373,9107,16525,16759,9107,,
,,,,,,,,6202,13236,20566,9549,17794,17786,9480,,
,,,,,,,,6203,14466,22490,9895,18928,18386,9814,,
,,,,,,,,6204,15778,24532,10314,20034,18831,10214,,
,,,,,,,,6205,16898,26279,10710,20901,19325,10162,,
,,,,,,,,6206,17561,27312,10702,20664,19475,9806,,
,,,,,,,,6207,15165,23549,10452,20070,19078,9809,,
,,,,,,,,6208,14882,23108,10510,20107,19165,10039,,
,,,,,,,,6209,14845,23054,10498,19875,19241,10190,,
,,,,,,,,6210,14278,22182,10284,19552,18851,10402,,
,,,,,,,,6211,13813,21458,10357,19314,19289,10357,,
,,,,,,,,6212,13694,21274,10146,18330,19313,9939,,
,,,,,,,,6213,12777,19840,9386,16667,18340,9277,,
,,,,,,,,6214,10442,16188,8595,15760,16667,8625,,
,,,,,,,,6215,9119,14123,7927,14588,15307,8018,,
,,,,,,,,6216,8526,13206,7659,14251,14269,7967,,
,,,,,,,,6217,9754,15134,7601,14198,13579,7939,,
,,,,,,,,6218,10474,16261,7592,14078,13273,7905,,
,,,,,,,,6219,10166,15770,7511,13814,13024,7730,,
,,,,,,,,6220,9830,15240,7453,13648,12888,7760,,
,,,,,,,,6221,9615,14897,7480,13578,12948,7850,,
,,,,,,,,6222,9689,15009,7564,13284,13356,7889,,
,,,,,,,,6223,9759,15123,7844,13770,14022,7897,,
,,,,,,,,6224,9990,15497,8282,14851,15027,8343,,
,,,,,,,,6225,10903,16923,8778,16246,16228,8770,,
,,,,,,,,6226,11847,18399,9290,17688,17235,9391,,
,,,,,,,,6227,13048,20277,9660,19043,17901,9888,,
,,,,,,,,6228,14021,21793,10078,20464,18386,10390,,
,,,,,,,,6229,14853,23092,10437,21635,18923,10522,,
,,,,,,,,6230,15372,23901,10434,21522,19134,10285,,
,,,,,,,,6231,13039,20234,10191,20990,18590,10496,,
,,,,,,,,6232,12739,19767,10317,21410,18580,10739,,
,,,,,,,,6233,13053,20258,10345,21029,18968,10697,,
,,,,,,,,6234,12493,19392,10318,20537,19024,10929,,
,,,,,,,,6235,12424,19292,10469,20403,19679,11058,,
,,,,,,,,6236,12450,19334,10264,19738,19824,10629,,
,,,,,,,,6237,11842,18381,9407,17993,18705,9832,,
,,,,,,,,6238,9562,14818,8452,16219,16608,8967,,
,,,,,,,,6239,8155,12623,7896,14848,14853,8284,,
,,,,,,,,6240,7767,12030,7616,14227,13724,7807,,
,,,,,,,,6241,9046,14069,7488,14301,13210,7879,,
,,,,,,,,6242,10010,15579,7587,14402,13318,7830,,
,,,,,,,,6243,9647,15015,7566,14317,13202,7824,,
,,,,,,,,6244,9548,14855,7738,14662,13430,8011,,
,,,,,,,,6245,9726,15123,8261,15351,14252,8475,,
,,,,,,,,6246,10431,16219,8919,15898,15950,9147,,
,,,,,,,,6247,11663,18150,9512,16871,17824,9321,,
,,,,,,,,6248,12613,19639,9881,17882,18963,9504,,
,,,,,,,,6249,13422,20894,10142,18902,19288,9439,,
,,,,,,,,6250,14076,21908,10391,19936,19546,9706,,
,,,,,,,,6251,14766,22984,10694,21056,19945,10034,,
,,,,,,,,6252,15403,23981,10871,21978,20377,10232,,
,,,,,,,,6253,15917,24782,11283,23074,20794,10175,,
,,,,,,,,6254,16458,25627,11261,22873,21018,10278,,
,,,,,,,,6255,14044,21838,11086,22596,20723,10740,,
,,,,,,,,6256,14091,21913,11372,23143,21112,10875,,
,,,,,,,,6257,14675,22837,11674,23364,21933,11203,,
,,,,,,,,6258,14649,22814,11638,22991,22349,10540,,
,,,,,,,,6259,13163,20498,11130,21626,21537,9896,,
,,,,,,,,6260,12268,19100,10338,19674,20217,9589,,
,,,,,,,,6261,11611,18081,9313,17746,18963,9014,,
,,,,,,,,6262,9258,14399,8380,16085,16711,8180,,
,,,,,,,,6263,7822,12152,7710,14918,14850,7875,,
,,,,,,,,6264,7429,11538,7577,14635,13959,7862,,
,,,,,,,,6265,8950,13919,7687,14878,13807,7920,,
,,,,,,,,6266,9964,15509,7741,14847,13844,7852,,
,,,,,,,,6267,9648,15016,7689,14719,13641,7838,,
,,,,,,,,6268,9532,14830,7869,15016,13771,8032,,
,,,,,,,,6269,9650,15005,8368,15727,14558,8512,,
,,,,,,,,6270,10264,15960,9066,16247,16172,9138,,
,,,,,,,,6271,11449,17818,9553,17163,17945,9400,,
,,,,,,,,6272,12366,19255,9911,18072,18962,9647,,
,,,,,,,,6273,13025,20279,10070,19065,19174,9644,,
,,,,,,,,6274,13579,21138,10302,20001,19380,9916,,
,,,,,,,,6275,14253,22189,10606,21155,19776,10343,,
,,,,,,,,6276,14886,23179,10942,22434,20264,10572,,
,,,,,,,,6277,15354,23909,11260,23392,20726,10772,,
,,,,,,,,6278,15858,24696,11285,23341,20967,10358,,
,,,,,,,,6279,13651,21230,11111,23086,20761,10712,,
,,,,,,,,6280,13717,21335,11418,23581,21101,11073,,
,,,,,,,,6281,14321,22290,11711,23637,21924,11491,,
,,,,,,,,6282,14229,22162,11714,23170,22320,10916,,
,,,,,,,,6283,12836,19992,11256,21718,21452,10362,,
,,,,,,,,6284,12078,18806,10498,19720,20268,9868,,
,,,,,,,,6285,11455,17840,9489,17725,18998,9135,,
,,,,,,,,6286,9056,14087,8535,16053,16815,8393,,
,,,,,,,,6287,7585,11786,7844,14741,15042,7963,,
,,,,,,,,6288,7334,11393,7715,14684,14157,7971,,
,,,,,,,,6289,8987,13979,7745,14875,13942,8075,,
,,,,,,,,6290,9753,15182,7768,14774,13799,7960,,
,,,,,,,,6291,9406,14642,7739,14671,13595,7949,,
,,,,,,,,6292,9279,14438,7894,15003,13728,8131,,
,,,,,,,,6293,9441,14681,8407,15712,14483,8608,,
,,,,,,,,6294,10136,15763,9098,16237,16097,9195,,
,,,,,,,,6295,11355,17673,9565,17064,17834,9414,,
,,,,,,,,6296,12202,19003,9911,17943,18883,9663,,
,,,,,,,,6297,12904,20095,10171,18939,19111,9861,,
,,,,,,,,6298,13534,21071,10363,19976,19200,10098,,
,,,,,,,,6299,14281,22236,10592,21259,19436,10401,,
,,,,,,,,6300,15031,23408,10910,22513,19713,10680,,
,,,,,,,,6301,15558,24230,11199,23650,20123,10859,,
,,,,,,,,6302,16084,25050,11319,23859,20409,10535,,
,,,,,,,,6303,14008,21790,11119,23730,20187,10919,,
,,,,,,,,6304,14093,21924,11419,24480,20575,11346,,
,,,,,,,,6305,14558,22660,11692,24230,21325,11685,,
,,,,,,,,6306,14503,22591,11644,23502,21631,10993,,
,,,,,,,,6307,13063,20348,11153,21917,20901,10286,,
,,,,,,,,6308,12309,19169,10404,19903,19770,9896,,
,,,,,,,,6309,11619,18098,9455,17939,18599,9202,,
,,,,,,,,6310,9182,14285,8538,16238,16534,8522,,
,,,,,,,,6311,7706,11977,7892,14950,14913,7984,,
,,,,,,,,6312,7491,11641,7692,14712,13984,8013,,
,,,,,,,,6313,8972,13958,7769,14967,13837,8102,,
,,,,,,,,6314,9679,15068,7758,14826,13655,7921,,
,,,,,,,,6315,9323,14513,7709,14656,13517,7882,,
,,,,,,,,6316,9201,14318,7803,14958,13654,8046,,
,,,,,,,,6317,9340,14526,8345,15706,14423,8556,,
,,,,,,,,6318,9996,15547,9041,16459,16078,9212,,
,,,,,,,,6319,11172,17390,9565,17273,17847,9439,,
,,,,,,,,6320,12083,18820,9919,18146,18852,9604,,
,,,,,,,,6321,12931,20138,10078,19040,19018,9662,,
,,,,,,,,6322,13508,21034,10253,20146,18999,9940,,
,,,,,,,,6323,14364,22365,10579,21555,19272,10296,,
,,,,,,,,6324,15210,23687,10891,22927,19559,10559,,
,,,,,,,,6325,15932,24811,11239,24099,19812,10803,,
,,,,,,,,6326,16709,26022,11175,24252,19966,10406,,
,,,,,,,,6327,15250,23730,11077,24008,19786,10648,,
,,,,,,,,6328,15143,23561,11273,24244,20106,11155,,
,,,,,,,,6329,15240,23722,11416,24097,20804,11573,,
,,,,,,,,6330,15120,23553,11371,23648,21149,10896,,
,,,,,,,,6331,13604,21191,10831,22113,20472,10286,,
,,,,,,,,6332,12815,19957,10115,20150,19397,9870,,
,,,,,,,,6333,12105,18854,9225,18232,18352,9131,,
,,,,,,,,6334,9697,15086,8356,16507,16420,8391,,
,,,,,,,,6335,8260,12840,7766,15212,14879,7942,,
,,,,,,,,6336,7985,12411,7566,14971,13984,8031,,
,,,,,,,,6337,9377,14589,7602,15102,13783,8112,,
,,,,,,,,6338,9935,15466,7620,14926,13620,7969,,
,,,,,,,,6339,9680,15067,7656,14739,13521,7902,,
,,,,,,,,6340,9551,14860,7823,15027,13723,8029,,
,,,,,,,,6341,9668,15035,8295,15697,14505,8466,,
,,,,,,,,6342,10285,15995,9003,16269,16085,9063,,
,,,,,,,,6343,11490,17883,9476,17225,17978,9239,,
,,,,,,,,6344,12265,19102,9746,18341,18940,9402,,
,,,,,,,,6345,12997,20241,10029,19267,19224,9509,,
,,,,,,,,6346,13639,21237,10209,20348,19252,9727,,
,,,,,,,,6347,14584,22708,10420,21716,19479,10180,,
,,,,,,,,6348,15537,24196,10663,23118,19730,10380,,
,,,,,,,,6349,16300,25385,10904,24256,19970,10534,,
,,,,,,,,6350,17051,26554,10897,24455,20014,10107,,
,,,,,,,,6351,15351,23884,10747,24225,19745,10370,,
,,,,,,,,6352,15352,23889,10905,24529,19809,10662,,
,,,,,,,,6353,15676,24407,11101,24171,20624,11042,,
,,,,,,,,6354,15065,23471,10983,23462,21048,10312,,
,,,,,,,,6355,13779,21467,10481,21677,20161,9731,,
,,,,,,,,6356,12870,20045,9749,19701,18738,9278,,
,,,,,,,,6357,12112,18869,8905,17882,17606,8660,,
,,,,,,,,6358,10009,15579,8185,16385,16002,8012,,
,,,,,,,,6359,8774,13644,7656,15221,14784,7637,,
,,,,,,,,6360,8263,12841,7573,15215,14163,7901,,
,,,,,,,,6361,10083,15658,7691,15422,13983,7921,,
,,,,,,,,6362,10011,15543,7561,14984,13475,7802,,
,,,,,,,,6363,9598,14890,7461,14712,13242,7666,,
,,,,,,,,6364,9336,14476,7471,14511,13181,7682,,
,,,,,,,,6365,9222,14290,7631,14633,13365,7844,,
,,,,,,,,6366,9493,14707,7822,14631,13921,8021,,
,,,,,,,,6367,9954,15426,8063,15237,14838,8041,,
,,,,,,,,6368,10315,16003,8507,16462,15808,8465,,
,,,,,,,,6369,11314,17568,8937,17993,16942,8769,,
,,,,,,,,6370,12424,19306,9368,19682,17833,9058,,
,,,,,,,,6371,13425,20873,9613,21304,18298,9468,,
,,,,,,,,6372,14412,22412,9904,22869,18589,9786,,
,,,,,,,,6373,15349,23875,10161,24002,18875,9839,,
,,,,,,,,6374,16009,24904,10130,24010,18842,9321,,
,,,,,,,,6375,15371,23895,9933,23262,18599,9211,,
,,,,,,,,6376,15129,23519,10056,23046,18649,9405,,
,,,,,,,,6377,14351,22302,9900,22153,18933,9396,,
,,,,,,,,6378,13780,21422,9800,21553,18616,9630,,
,,,,,,,,6379,13608,21155,10063,21224,19146,9930,,
,,,,,,,,6380,13619,21172,9902,20424,19195,9486,,
,,,,,,,,6381,12980,20172,9381,19025,18193,9147,,
,,,,,,,,6382,10443,16204,8817,17666,16554,8619,,
,,,,,,,,6383,10323,16022,8280,16576,15107,8083,,
,,,,,,,,6384,9282,14403,7939,16095,14333,7919,,
,,,,,,,,6385,9751,15142,7733,15697,13806,7895,,
,,,,,,,,6386,9830,15264,7511,15062,13287,7775,,
,,,,,,,,6387,9487,14719,7440,14750,13074,7731,,
,,,,,,,,6388,9268,14371,7425,14502,12993,7683,,
,,,,,,,,6389,9075,14063,7506,14447,13108,7813,,
,,,,,,,,6390,9200,14254,7650,14357,13573,7866,,
,,,,,,,,6391,9454,14650,7846,14845,14372,7817,,
,,,,,,,,6392,9628,14937,8266,16071,15290,8228,,
,,,,,,,,6393,10472,16259,8766,17521,16428,8637,,
,,,,,,,,6394,11571,17975,9230,19179,17332,9008,,
,,,,,,,,6395,12620,19615,9503,20675,17902,9342,,
,,,,,,,,6396,13726,21337,9729,21819,18167,9734,,
,,,,,,,,6397,14874,23126,9897,22675,18535,9921,,
,,,,,,,,6398,15636,24313,9902,22835,18519,9999,,
,,,,,,,,6399,14932,23199,9717,22925,18326,10109,,
,,,,,,,,6400,13958,21673,9949,22906,18381,10505,,
,,,,,,,,6401,13672,21226,9842,21936,18908,10404,,
,,,,,,,,6402,13039,20247,10003,21918,18949,10763,,
,,,,,,,,6403,13019,20223,10341,21595,19706,11053,,
,,,,,,,,6404,13074,20309,10320,20159,19811,10535,,
,,,,,,,,6405,12214,18965,9634,18385,18652,10045,,
,,,,,,,,6406,9794,15183,8859,16793,16572,9278,,
,,,,,,,,6407,8555,13251,8183,15543,14919,8788,,
,,,,,,,,6408,8454,13110,7776,15167,13889,8355,,
,,,,,,,,6409,9322,14506,7538,15056,13364,8176,,
,,,,,,,,6410,9860,15349,7481,14867,13237,8035,,
,,,,,,,,6411,9515,14812,7423,14794,13103,8060,,
,,,,,,,,6412,9348,14546,7601,15151,13398,8242,,
,,,,,,,,6413,9462,14715,8182,15869,14336,8724,,
,,,,,,,,6414,10233,15914,8984,16641,16186,9375,,
,,,,,,,,6415,11493,17887,9537,17511,18161,9643,,
,,,,,,,,6416,12392,19297,9872,18409,19119,9590,,
,,,,,,,,6417,13217,20580,10062,19438,19257,9772,,
,,,,,,,,6418,13867,21588,10179,20412,19216,9933,,
,,,,,,,,6419,14650,22808,10320,21448,19340,10227,,
,,,,,,,,6420,15365,23926,10444,22416,19654,10455,,
,,,,,,,,6421,15869,24712,10587,23170,19856,10553,,
,,,,,,,,6422,16405,25547,10512,23244,19846,10510,,
,,,,,,,,6423,14196,22081,10494,22900,19673,11020,,
,,,,,,,,6424,13977,21739,10609,23111,19875,11091,,
,,,,,,,,6425,14321,22287,10919,23243,20592,11362,,
,,,,,,,,6426,14128,22002,10961,22837,21247,10826,,
,,,,,,,,6427,12693,19767,10507,21459,20803,10355,,
,,,,,,,,6428,11982,18655,9805,19879,19557,10270,,
,,,,,,,,6429,11166,17389,8945,17956,18258,9479,,
,,,,,,,,6430,8765,13631,8040,16172,16343,8828,,
,,,,,,,,6431,7508,11664,7515,14908,14815,8312,,
,,,,,,,,6432,7567,11757,7691,15089,14069,8274,,
,,,,,,,,6433,9254,14398,7622,15189,13798,8087,,
,,,,,,,,6434,9689,15082,7506,14973,13623,7963,,
,,,,,,,,6435,9336,14533,7438,14775,13429,7990,,
,,,,,,,,6436,9225,14353,7623,15064,13626,8105,,
,,,,,,,,6437,9346,14535,8081,15756,14426,8470,,
,,,,,,,,6438,10013,15571,8835,16266,16142,9080,,
,,,,,,,,6439,11294,17578,9368,17098,18019,9275,,
,,,,,,,,6440,12092,18829,9586,18129,18897,9416,,
,,,,,,,,6441,12562,19559,9720,19061,19025,9446,,
,,,,,,,,6442,13180,20514,9829,19901,18979,9602,,
,,,,,,,,6443,13853,21562,9988,21008,19140,10011,,
,,,,,,,,6444,14425,22457,10239,22017,19405,10222,,
,,,,,,,,6445,14803,23048,10452,22716,19601,10338,,
,,,,,,,,6446,15116,23537,10375,22516,19526,10306,,
,,,,,,,,6447,12858,19993,10171,22188,19181,10547,,
,,,,,,,,6448,12692,19736,10348,22240,19616,10931,,
,,,,,,,,6449,13149,20461,10567,22091,20358,11246,,
,,,,,,,,6450,13057,20333,10690,21956,20950,10937,,
,,,,,,,,6451,12026,18727,10327,20638,20496,10141,,
,,,,,,,,6452,11506,17913,9690,18893,19477,9790,,
,,,,,,,,6453,10797,16813,8879,17386,18212,9199,,
,,,,,,,,6454,8521,13252,8040,15752,15993,8530,,
,,,,,,,,6455,7351,11421,7548,14506,14339,8385,,
,,,,,,,,6456,7482,11627,7486,14496,13548,8218,,
,,,,,,,,6457,9113,14181,7518,14777,13561,8034,,
,,,,,,,,6458,9577,14907,7469,14629,13548,7846,,
,,,,,,,,6459,9356,14564,7457,14524,13414,7910,,
,,,,,,,,6460,9280,14439,7659,14879,13705,8119,,
,,,,,,,,6461,9445,14687,8192,15499,14605,8542,,
,,,,,,,,6462,10145,15776,8984,16033,16455,9199,,
,,,,,,,,6463,11388,17723,9511,16862,18486,9482,,
,,,,,,,,6464,12106,18851,9760,17820,19349,9455,,
,,,,,,,,6465,12608,19631,9905,18734,19409,9451,,
,,,,,,,,6466,13057,20324,10008,19684,19258,9690,,
,,,,,,,,6467,13648,21245,10202,20743,19341,9934,,
,,,,,,,,6468,14243,22177,10399,21807,19445,10133,,
,,,,,,,,6469,14534,22632,10606,22624,19631,10301,,
,,,,,,,,6470,14927,23246,10553,22605,19577,10215,,
,,,,,,,,6471,12911,20082,10345,22004,19171,10370,,
,,,,,,,,6472,12593,19587,10500,22226,19388,11048,,
,,,,,,,,6473,12968,20182,10845,22251,20170,11337,,
,,,,,,,,6474,12979,20215,11007,22013,20888,10736,,
,,,,,,,,6475,11960,18627,10595,20576,20454,10333,,
,,,,,,,,6476,11602,18064,9921,18811,19370,9855,,
,,,,,,,,6477,10952,17055,9064,17085,18148,9245,,
,,,,,,,,6478,8670,13485,8199,15500,16064,8379,,
,,,,,,,,6479,7609,11825,7631,14681,14510,8254,,
,,,,,,,,6480,7640,11874,7575,14774,13744,7953,,
,,,,,,,,6481,9230,14363,7640,14863,13750,7897,,
,,,,,,,,6482,9630,14990,7552,14707,13637,7791,,
,,,,,,,,6483,9303,14481,7587,14674,13540,7800,,
,,,,,,,,6484,9221,14348,7761,14949,13796,7992,,
,,,,,,,,6485,9357,14551,8291,15579,14676,8443,,
,,,,,,,,6486,10046,15623,9039,16196,16550,9016,,
,,,,,,,,6487,11338,17645,9548,16889,18447,9287,,
,,,,,,,,6488,12200,18997,9764,17738,19289,9422,,
,,,,,,,,6489,12753,19856,9951,18576,19357,9417,,
,,,,,,,,6490,13293,20692,10079,19356,19220,9577,,
,,,,,,,,6491,13987,21774,10295,20507,19299,9880,,
,,,,,,,,6492,14633,22784,10516,21436,19543,10060,,
,,,,,,,,6493,15043,23426,10789,22384,19818,10157,,
,,,,,,,,6494,15666,24396,10788,22419,19879,9794,,
,,,,,,,,6495,13788,21446,10544,22015,19500,10079,,
,,,,,,,,6496,13732,21359,10738,22198,19762,10351,,
,,,,,,,,6497,14197,22095,11031,22221,20513,10572,,
,,,,,,,,6498,14040,21867,11092,22074,21115,10188,,
,,,,,,,,6499,12785,19911,10696,20735,20622,9749,,
,,,,,,,,6500,12090,18825,9953,19087,19386,9208,,
,,,,,,,,6501,11532,17962,9064,17336,18264,8528,,
,,,,,,,,6502,9388,14607,8238,16076,16254,7892,,
,,,,,,,,6503,8581,13346,7651,14998,14565,7622,,
,,,,,,,,6504,9238,14377,7604,15155,13914,7800,,
,,,,,,,,6505,9838,15313,7690,15201,13681,7869,,
,,,,,,,,6506,9769,15206,7643,15015,13578,7752,,
,,,,,,,,6507,9402,14635,7571,14907,13374,7797,,
,,,,,,,,6508,9276,14433,7724,15168,13550,7938,,
,,,,,,,,6509,9425,14657,8224,15800,14378,8362,,
,,,,,,,,6510,10163,15805,8870,16304,15982,8991,,
,,,,,,,,6511,11421,17774,9383,17006,17825,9299,,
,,,,,,,,6512,12201,19000,9653,17971,18827,9391,,
,,,,,,,,6513,12846,20002,9871,18776,19024,9355,,
,,,,,,,,6514,13471,20971,10005,19543,19071,9502,,
,,,,,,,,6515,14234,22159,10208,20485,19255,9828,,
,,,,,,,,6516,14854,23129,10482,21312,19556,9994,,
,,,,,,,,6517,15360,23920,10674,21986,19885,10121,,
,,,,,,,,6518,15868,24712,10684,22328,19935,9773,,
,,,,,,,,6519,13958,21713,10355,21828,19837,9691,,
,,,,,,,,6520,14017,21808,10537,22037,19810,10070,,
,,,,,,,,6521,14418,22445,10678,22008,20625,10402,,
,,,,,,,,6522,14325,22319,10666,21610,21010,9813,,
,,,,,,,,6523,12873,20056,10253,20258,20235,9282,,
,,,,,,,,6524,12007,18703,9601,18684,18881,8968,,
,,,,,,,,6525,11132,17345,8898,17278,17893,8380,,
,,,,,,,,6526,8708,13547,8273,16335,16454,7749,,
,,,,,,,,6527,7865,12226,7776,15206,15087,7545,,
,,,,,,,,6528,8178,12712,7703,15219,14333,7925,,
,,,,,,,,6529,9957,15463,7746,15255,14049,7843,,
,,,,,,,,6530,9964,15469,7552,14851,13449,7727,,
,,,,,,,,6531,9618,14920,7446,14563,13184,7676,,
,,,,,,,,6532,9366,14520,7445,14447,13070,7719,,
,,,,,,,,6533,9270,14363,7561,14419,13206,7851,,
,,,,,,,,6534,9523,14752,7772,14293,13758,8082,,
,,,,,,,,6535,9936,15396,8071,14803,14558,8026,,
,,,,,,,,6536,10155,15752,8507,15799,15539,8402,,
,,,,,,,,6537,11080,17201,8938,17128,16619,8839,,
,,,,,,,,6538,12043,18710,9333,18393,17534,9125,,
,,,,,,,,6539,12953,20136,9662,19618,18103,9538,,
,,,,,,,,6540,13817,21485,10062,20787,18527,9894,,
,,,,,,,,6541,14548,22627,10383,21732,18976,9964,,
,,,,,,,,6542,14997,23328,10354,21664,18959,9468,,
,,,,,,,,6543,13010,20206,10216,21061,18463,9329,,
,,,,,,,,6544,12593,19556,10145,20909,18237,9507,,
,,,,,,,,6545,12552,19492,10110,20476,18481,9535,,
,,,,,,,,6546,12118,18825,10068,20179,18382,9844,,
,,,,,,,,6547,12034,18698,10202,19863,19238,10056,,
,,,,,,,,6548,12198,18954,9982,18830,19211,9607,,
,,,,,,,,6549,11647,18094,9149,17244,18029,9005,,
,,,,,,,,6550,10095,15667,8438,16150,16308,8373,,
,,,,,,,,6551,8822,13677,7884,15088,14939,7928,,
,,,,,,,,6552,8803,13657,7670,14916,13872,8024,,
,,,,,,,,6553,9715,15089,7577,14889,13548,7804,,
,,,,,,,,6554,9705,15069,7382,14291,13086,7723,,
,,,,,,,,6555,9345,14499,7279,13972,12864,7653,,
,,,,,,,,6556,9155,14195,7251,13799,12811,7716,,
,,,,,,,,6557,9026,13986,7359,13786,12939,7782,,
,,,,,,,,6558,9231,14302,7556,13526,13490,7908,,
,,,,,,,,6559,9427,14608,7845,13969,14294,7873,,
,,,,,,,,6560,9591,14879,8233,14909,15330,8223,,
,,,,,,,,6561,10349,16067,8733,16230,16390,8647,,
,,,,,,,,6562,11370,17663,9152,17654,17238,9193,,
,,,,,,,,6563,12378,19241,9499,18703,17711,9720,,
,,,,,,,,6564,13530,21035,9851,20046,18055,10020,,
,,,,,,,,6565,14652,22784,10160,21184,18449,10261,,
,,,,,,,,6566,15468,24054,10126,21285,18547,9862,,
,,,,,,,,6567,13771,21381,9901,20715,17912,9833,,
,,,,,,,,6568,13465,20900,9894,20802,17641,9969,,
,,,,,,,,6569,13700,21268,10029,20428,18191,9992,,
,,,,,,,,6570,13341,20718,10074,20002,18457,10344,,
,,,,,,,,6571,13346,20734,10289,19617,19539,10624,,
,,,,,,,,6572,13429,20865,10001,18427,19571,10057,,
,,,,,,,,6573,12464,19358,9102,16671,18124,9397,,
,,,,,,,,6574,10124,15703,8233,14954,15899,8726,,
,,,,,,,,6575,8816,13664,7609,13748,14274,8238,,
,,,,,,,,6576,8712,13517,7512,13235,13460,8061,,
,,,,,,,,6577,9562,14887,7357,13187,13196,8102,,
,,,,,,,,6578,9610,14963,7325,12962,13098,8003,,
,,,,,,,,6579,9282,14452,7292,12876,13005,8059,,
,,,,,,,,6580,9327,14517,7468,13220,13384,8281,,
,,,,,,,,6581,9399,14626,8020,13881,14306,8689,,
,,,,,,,,6582,10183,15846,8780,14714,16259,9293,,
,,,,,,,,6583,11580,18037,9355,15545,18315,9703,,
,,,,,,,,6584,12490,19467,9729,16553,19345,9816,,
,,,,,,,,6585,13349,20803,9967,17531,19436,9702,,
,,,,,,,,6586,14125,22006,10109,18480,19320,9802,,
,,,,,,,,6587,15130,23570,10332,19745,19427,10165,,
,,,,,,,,6588,16323,25428,10620,20934,19788,10429,,
,,,,,,,,6589,17342,27015,10894,21954,20126,10454,,
,,,,,,,,6590,18415,28684,10879,21999,20240,10380,,
,,,,,,,,6591,16904,26307,10639,21663,19910,10677,,
,,,,,,,,6592,17097,26607,10905,22149,20217,10992,,
,,,,,,,,6593,17734,27615,11226,22209,21086,11305,,
,,,,,,,,6594,17568,27377,11368,21765,21902,10772,,
,,,,,,,,6595,15820,24650,10894,20080,21397,10250,,
,,,,,,,,6596,14545,22654,10053,18040,19894,9834,,
,,,,,,,,6597,13334,20769,9093,16130,18489,9113,,
,,,,,,,,6598,10586,16473,8176,14353,16313,8394,,
,,,,,,,,6599,8973,13954,7596,13182,14633,8061,,
,,,,,,,,6600,8907,13851,7594,13179,13856,8222,,
,,,,,,,,6601,10338,16091,7669,13384,13771,8248,,
,,,,,,,,6602,10252,15959,7563,13088,13535,8098,,
,,,,,,,,6603,9832,15306,7522,12987,13360,8142,,
,,,,,,,,6604,9672,15053,7651,13247,13528,8339,,
,,,,,,,,6605,9790,15232,8215,13930,14398,8769,,
,,,,,,,,6606,10538,16397,8951,14614,16099,9438,,
,,,,,,,,6607,11905,18541,9580,15422,18196,9632,,
,,,,,,,,6608,12678,19759,9779,16280,19090,9680,,
,,,,,,,,6609,13482,21009,9914,17043,19168,9636,,
