ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
223,WECC_PNW_landbasedwind_class6_moderate_3,5,1936.1,0.0,1936.1,1.7235823021454642,9970.111518499998,1.2695328148068377
224,WECC_PNW_landbasedwind_class6_moderate_4,5,-0.0,0.0,-0.0,-0.0,0.0,0.0
225,WECC_PNW_landbasedwind_class6_moderate_5,5,2033.6,0.0,2033.6,1.810380129974183,9002.165590399998,1.1462805205469948
226,WECC_PNW_landbasedwind_class6_moderate_6,5,0.0,0.0,0.0,0.0,0.0,0.0
227,WECC_PNW_landbasedwind_class6_moderate_7,5,-0.0,0.0,-0.0,-0.0,0.0,0.0
228,WECC_PNW_landbasedwind_class6_moderate_8,5,2203.7,0.0,2203.7,1.9618089557553633,9918.0273125,1.262900731652355
229,WECC_PNW_landbasedwind_class6_moderate_9,5,-0.0,0.0,-0.0,-0.0,0.0,0.0
230,WECC_PNW_landbasedwind_class6_moderate_10,5,814.1951082866498,0.0,814.1951082866498,0.7248242751594852,3243.2542098126337,0.41297608742665537
231,WECC_PNW_landbasedwind_class6_moderate_11,5,2.503878329376039e-12,0.0,2.503878329376039e-12,2.2290379501255575e-15,1.1142243542453395e-11,1.418784913435186e-15
232,WECC_PNW_landbasedwind_class6_moderate_12,5,-0.0,0.0,-0.0,-0.0,0.0,0.0
233,WECC_PNW_landbasedwind_class6_moderate_13,5,1756.0,0.0,1756.0,1.5632511350485176,7875.753068000001,1.0028500626686978
234,WECC_PNW_landbasedwind_class6_moderate_14,5,5.461200243973812e-12,0.0,5.461200243973812e-12,4.861746856559968e-15,2.6395346079186416e-11,3.3610213831140474e-15
235,WECC_PNW_landbasedwind_class6_moderate_15,5,0.0,0.0,0.0,0.0,0.0,0.0
236,WECC_PNW_utilitypv_class5_moderate_1,5,0.0,0.0,0.0,0.0,0.0,0.0
237,WECC_PNW_utilitypv_class5_moderate_2,5,0.0,0.0,0.0,0.0,0.0,0.0
238,WECC_PNW_utilitypv_class5_moderate_3,5,0.0,0.0,0.0,0.0,0.0,0.0
239,WECC_PNW_utilitypv_class5_moderate_4,5,0.0,0.0,0.0,0.0,0.0,0.0
240,WECC_PNW_utilitypv_class5_moderate_5,5,0.0,0.0,0.0,0.0,0.0,0.0
241,WECC_PNW_utilitypv_class5_moderate_6,5,0.0,0.0,0.0,0.0,0.0,0.0
242,WECC_PNW_utilitypv_class5_moderate_7,5,0.0,0.0,0.0,0.0,0.0,0.0
243,WECC_PNW_utilitypv_class5_moderate_8,5,0.0,0.0,0.0,0.0,0.0,0.0
244,WECC_PNW_utilitypv_class5_moderate_9,5,0.0,0.0,0.0,0.0,0.0,0.0
245,WECC_PNW_utilitypv_class5_moderate_10,5,0.0,0.0,0.0,0.0,0.0,0.0
246,WECC_PNW_offshorewind_class8_moderate_floating_1_1,5,0.0,0.0,0.0,0.0,0.0,0.0
